,Words,Unista,JYGA,MG_Tech,Sidel,Total
518,moins,1.0,14.0,4.0,23.0,42.0
519,plastique,1.0,17.0,6.0,34.0,58.0
520,difficile,1.0,2.0,0.0,6.0,9.0
521,lourd,1.0,1.0,2.0,0.0,4.0
522,beaucoup,3.0,1.0,5.0,8.0,17.0
523,percer,1.0,0.0,0.0,0.0,1.0
524,résoudre,1.0,0.0,0.0,5.0,6.0
525,pince,1.0,24.0,1.0,0.0,26.0
526,fluide,1.0,1.0,1.0,10.0,13.0
527,versionapplicateur,1.0,0.0,0.0,0.0,1.0
528,approprier,1.0,1.0,0.0,0.0,2.0
529,grand,2.0,21.0,14.0,151.0,188.0
530,cela,2.0,17.0,4.0,15.0,38.0
531,permettra,1.0,0.0,0.0,2.0,3.0
532,étuyeuse,1.0,26.0,8.0,0.0,35.0
533,directement,2.0,11.0,3.0,6.0,22.0
534,tube,1.0,0.0,1.0,1.0,3.0
535,étuis,1.0,26.0,2.0,0.0,29.0
536,rapider,1.0,0.0,0.0,0.0,1.0
537,accroître,1.0,0.0,0.0,38.0,39.0
538,attendre,1.0,1.0,2.0,3.0,7.0
539,versionalimentation,1.0,0.0,0.0,0.0,1.0
540,élevé,1.0,1.0,5.0,45.0,52.0
541,mettron,1.0,0.0,0.0,0.0,1.0
542,gagner,1.0,3.0,3.0,9.0,16.0
543,permettron,1.0,0.0,0.0,0.0,1.0
544,voici,1.0,1.0,0.0,3.0,5.0
545,versionaccompagnement,1.0,0.0,0.0,0.0,1.0
546,versioncontactez,1.0,0.0,0.0,0.0,1.0
547,versionmention,1.0,0.0,0.0,0.0,1.0
548,légal,1.0,2.0,0.0,3.0,6.0
549,agence,1.0,1.0,0.0,1.0,3.0
550,planèt,1.0,0.0,0.0,1.0,2.0
551,zone,1.0,7.0,5.0,20.0,33.0
552,activité,3.0,4.0,22.0,22.0,51.0
553,alouette,1.0,0.0,0.0,0.0,1.0
554,frère,1.0,0.0,0.0,0.0,1.0
555,lumièr,1.0,0.0,0.0,2.0,3.0
556,saint,1.0,0.0,0.0,0.0,1.0
557,macair,1.0,0.0,0.0,0.0,1.0
558,mauge,1.0,0.0,0.0,0.0,1.0
559,rcs,2.0,1.0,0.0,0.0,3.0
560,angers,1.0,1.0,0.0,0.0,2.0
561,planète,1.0,0.0,0.0,0.0,1.0
562,communicationovh,1.0,0.0,0.0,0.0,1.0
563,kellermann,1.0,0.0,0.0,0.0,1.0
564,roubaixser,1.0,0.0,0.0,0.0,1.0
565,capital,1.0,0.0,0.0,2.0,3.0
566,euro,1.0,0.0,0.0,10.0,11.0
567,tél,1.0,1.0,0.0,0.0,2.0
568,roch,1.0,0.0,0.0,0.0,1.0
569,yon,1.0,0.0,1.0,0.0,2.0
570,numéro,2.0,5.0,0.0,2.0,9.0
571,tva,1.0,0.0,0.0,0.0,1.0
572,intracommunautaire,1.0,0.0,0.0,0.0,1.0
573,fr,1.0,6.0,0.0,1.0,8.0
574,code,4.0,3.0,1.0,1.0,9.0
575,naf,1.0,0.0,0.0,0.0,1.0
576,b,1.0,3.0,0.0,9.0,13.0
577,internet,4.0,5.0,1.0,5.0,15.0
578,publication,2.0,0.0,0.0,2.0,4.0
579,unistatout,1.0,0.0,0.0,0.0,1.0
580,reproduction,4.0,5.0,0.0,1.0,10.0
581,non,6.0,17.0,3.0,59.0,85.0
582,autoriser,2.0,4.0,0.0,3.0,9.0
583,partie,4.0,18.0,9.0,21.0,52.0
584,élément,1.0,4.0,5.0,21.0,31.0
585,information,13.0,19.0,5.0,86.0,123.0
586,interdire,3.0,1.0,0.0,1.0,5.0
587,contenu,8.0,8.0,0.0,11.0,27.0
588,disponible,2.0,2.0,24.0,42.0,70.0
589,usage,3.0,3.0,6.0,10.0,22.0
590,priver,2.0,1.0,0.0,6.0,9.0
591,collectif,2.0,0.0,0.0,1.0,3.0
592,propriéter,2.0,0.0,0.0,0.0,2.0
593,intellectuel,2.0,2.0,0.0,1.0,5.0
594,article,2.0,4.0,0.0,0.0,6.0
595,degré,3.0,2.0,1.0,18.0,24.0
596,part,2.0,4.0,4.0,17.0,27.0
597,copier,1.0,1.0,0.0,2.0,4.0
598,strictement,3.0,0.0,0.0,2.0,5.0
599,réserver,2.0,3.0,0.0,2.0,7.0
600,copist,1.0,0.0,0.0,0.0,1.0
601,analyse,1.0,0.0,8.0,20.0,29.0
602,court,1.0,0.0,4.0,4.0,9.0
603,citation,1.0,0.0,0.0,0.0,1.0
604,boire,1.0,1.0,0.0,9.0,11.0
605,exemple,1.0,7.0,4.0,3.0,15.0
606,illustration,1.0,1.0,0.0,2.0,4.0
607,représentation,3.0,0.0,0.0,0.0,3.0
608,intégral,1.0,0.0,0.0,2.0,3.0
609,partiel,1.0,1.0,0.0,2.0,4.0
610,consentement,7.0,0.0,0.0,3.0,10.0
611,auteur,1.0,3.0,0.0,2.0,6.0
612,droit,7.0,13.0,0.0,12.0,32.0
613,cause,1.0,0.0,0.0,2.0,3.0
614,illicite,1.0,0.0,0.0,0.0,1.0
615,art,1.0,0.0,0.0,1.0,2.0
616,procédé,1.0,0.0,0.0,3.0,4.0
617,constituer,1.0,12.0,3.0,5.0,21.0
618,contrefaçon,1.0,1.0,0.0,0.0,2.0
619,sanctionner,1.0,0.0,0.0,0.0,1.0
620,disposition,4.0,7.0,3.0,6.0,20.0
621,loi,3.0,1.0,1.0,5.0,10.0
622,er,1.0,4.0,1.0,2.0,8.0
623,juillet,1.0,2.0,0.0,0.0,3.0
624,porter,2.0,5.0,3.0,30.0,40.0
625,transposition,1.0,0.0,0.0,0.0,1.0
626,propriété,1.0,4.0,0.0,6.0,11.0
627,directif,2.0,0.0,0.0,1.0,3.0
628,mar,1.0,0.0,0.0,0.0,1.0
629,concerner,8.0,4.0,4.0,25.0,41.0
630,juridique,1.0,0.0,1.0,6.0,8.0
631,producteur,1.0,0.0,0.0,57.0,58.0
632,propriétaire,1.0,0.0,0.0,3.0,4.0
633,composer,1.0,3.0,3.0,9.0,16.0
634,présent,4.0,16.0,3.0,28.0,51.0
635,accéder,2.0,2.0,2.0,5.0,11.0
636,reconnaissez,1.0,0.0,0.0,0.0,1.0
637,composant,1.0,1.0,0.0,3.0,5.0
638,légalement,1.0,0.0,0.0,2.0,3.0
639,protéger,2.0,6.0,0.0,22.0,30.0
640,conformément,2.0,1.0,0.0,6.0,9.0
641,préciter,1.0,0.0,0.0,0.0,1.0
642,extraire,1.0,1.0,0.0,0.0,2.0
643,réutiliser,1.0,2.0,0.0,1.0,4.0
644,stocker,2.0,7.0,1.0,6.0,16.0
645,reproduire,1.0,2.0,0.0,0.0,3.0
646,représenter,1.0,0.0,1.0,4.0,6.0
647,conserver,2.0,1.0,0.0,5.0,8.0
648,indirectement,1.0,1.0,0.0,0.0,2.0
649,support,2.0,3.0,4.0,27.0,36.0
650,quelconque,1.0,1.0,0.0,5.0,7.0
651,moyen,3.0,6.0,3.0,17.0,29.0
652,sous,1.0,35.0,11.0,20.0,67.0
653,qualitativement,2.0,0.0,0.0,0.0,2.0
654,quantitativement,2.0,0.0,0.0,0.0,2.0
655,substantiel,2.0,0.0,0.0,2.0,4.0
656,figurer,1.0,0.0,0.0,1.0,2.0
657,auquel,2.0,0.0,0.0,1.0,3.0
658,extraction,1.0,0.0,0.0,2.0,3.0
659,réutilisation,1.0,3.0,0.0,0.0,4.0
660,répéter,1.0,0.0,0.0,0.0,1.0
661,systématique,1.0,0.0,0.0,0.0,1.0
662,partir,2.0,29.0,4.0,11.0,46.0
663,lorsque,1.0,4.0,2.0,11.0,18.0
664,excéder,1.0,0.0,0.0,1.0,2.0
665,manifestement,1.0,0.0,0.0,0.0,1.0
666,envoyer,1.0,3.0,2.0,9.0,15.0
667,informatique,1.0,1.0,2.0,2.0,6.0
668,liberter,1.0,0.0,0.0,0.0,1.0
669,janvier,1.0,0.0,3.0,1.0,5.0
670,accès,2.0,6.0,8.0,22.0,38.0
671,rectification,3.0,1.0,0.0,0.0,4.0
672,nominatif,1.0,0.0,0.0,0.0,1.0
673,écrire,1.0,0.0,0.0,2.0,3.0
674,quell,1.0,0.0,0.0,1.0,2.0
675,nom,2.0,2.0,0.0,17.0,21.0
676,marquer,1.0,0.0,0.0,8.0,9.0
677,logo,1.0,1.0,0.0,2.0,4.0
678,autorisation,2.0,3.0,0.0,2.0,7.0
679,lien,5.0,10.0,0.0,7.0,22.0
680,hypertext,1.0,3.0,0.0,0.0,4.0
681,viser,1.0,0.0,2.0,3.0,6.0
682,soumettre,2.0,0.0,0.0,3.0,5.0
683,soin,1.0,8.0,1.0,6.0,16.0
684,décline,1.0,2.0,1.0,0.0,4.0
685,responsabilité,1.0,5.0,1.0,8.0,15.0
686,erreur,1.0,5.0,0.0,0.0,6.0
687,omission,1.0,1.0,0.0,0.0,2.0
688,diffuser,1.0,0.0,0.0,0.0,1.0
689,responsable,2.0,4.0,4.0,7.0,17.0
690,interprétation,1.0,0.0,0.0,1.0,2.0
691,sit,3.0,4.0,2.0,4.0,13.0
692,ni,3.0,2.0,2.0,15.0,22.0
693,conséquence,2.0,0.0,0.0,0.0,2.0
694,déclare,1.0,0.0,0.0,1.0,2.0
695,formellemer,1.0,0.0,0.0,0.0,1.0
696,moment,3.0,3.0,2.0,4.0,12.0
697,établir,1.0,1.0,0.0,4.0,6.0
698,pag,1.0,0.0,0.0,0.0,1.0
699,correspondre,6.0,3.0,0.0,4.0,13.0
700,libre,2.0,0.0,0.0,1.0,3.0
701,illégal,2.0,0.0,0.0,1.0,3.0
702,moindre,1.0,0.0,1.0,3.0,5.0
703,influence,1.0,0.0,0.0,0.0,1.0
704,futur,1.0,4.0,9.0,21.0,35.0
705,page,9.0,5.0,0.0,5.0,19.0
706,lier,2.0,3.0,0.0,8.0,13.0
707,délier,1.0,0.0,0.0,0.0,1.0
708,formellement,1.0,0.0,0.0,0.0,1.0
709,déclaration,2.0,0.0,0.0,8.0,10.0
710,modifier,1.0,3.0,2.0,9.0,15.0
711,établissement,1.0,1.0,0.0,0.0,2.0
712,valoir,3.0,0.0,0.0,0.0,3.0
713,référence,2.0,0.0,1.0,12.0,15.0
714,insérer,1.0,3.0,0.0,0.0,4.0
715,annonce,1.0,0.0,0.0,0.0,1.0
716,insertion,1.0,0.0,0.0,7.0,8.0
717,tiers,3.0,4.0,0.0,13.0,20.0
718,livre,1.0,0.0,0.0,0.0,1.0
719,invité,2.0,0.0,0.0,0.0,2.0
720,forum,1.0,0.0,0.0,1.0,2.0
721,discussion,1.0,0.0,0.0,3.0,4.0
722,liste,1.0,0.0,4.0,2.0,7.0
723,courrier,1.0,0.0,0.0,2.0,3.0
724,organiser,1.0,4.0,3.0,9.0,17.0
725,incorrect,1.0,0.0,0.0,0.0,1.0
726,incomplet,1.0,3.0,0.0,0.0,4.0
727,quel,3.0,20.0,1.0,32.0,56.0
728,spécialement,1.0,1.0,1.0,1.0,4.0
729,dommage,1.0,0.0,0.0,4.0,5.0
730,éventuellement,1.0,1.0,0.0,0.0,2.0
731,résulter,1.0,0.0,0.0,1.0,2.0
732,présenter,1.0,16.0,2.0,4.0,23.0
733,annonceur,1.0,0.0,0.0,0.0,1.0
734,indiquer,2.0,7.0,2.0,0.0,11.0
735,celui,3.0,21.0,2.0,24.0,50.0
736,limite,1.0,0.0,1.0,12.0,14.0
737,indication,1.0,0.0,0.0,1.0,2.0
738,général,2.0,10.0,3.0,4.0,19.0
739,ventecontact,1.0,0.0,0.0,0.0,1.0
740,foi,1.0,1.0,1.0,2.0,5.0
741,versionlaisser,1.0,0.0,0.0,0.0,1.0
742,surprendre,1.0,0.0,0.0,0.0,1.0
743,machinesavec,1.0,0.0,0.0,0.0,1.0
744,dedans,1.0,0.0,0.0,0.0,1.0
745,depuis,7.0,23.0,12.0,35.0,77.0
746,ascension,1.0,0.0,0.0,0.0,1.0
747,chez,1.0,7.0,16.0,60.0,84.0
748,porton,1.0,0.0,0.0,0.0,1.0
749,importance,1.0,1.0,0.0,4.0,6.0
750,accompagnement,2.0,2.0,2.0,1.0,7.0
751,clier,1.0,3.0,13.0,19.0,36.0
752,ça,1.0,0.0,0.0,0.0,1.0
753,abord,1.0,1.0,1.0,5.0,8.0
754,essayon,1.0,0.0,0.0,1.0,2.0
755,vouloir,1.0,0.0,0.0,51.0,52.0
756,gérer,2.0,11.0,3.0,37.0,53.0
757,pratique,1.0,2.0,0.0,16.0,19.0
758,pilotage,1.0,0.0,2.0,0.0,3.0
759,agile,1.0,0.0,0.0,1.0,2.0
760,repose,1.0,0.0,0.0,1.0,2.0
761,fondamental,1.0,0.0,0.0,7.0,8.0
762,durant,1.0,0.0,1.0,17.0,19.0
763,effectuon,1.0,0.0,0.0,1.0,2.0
764,réunion,1.0,0.0,0.0,1.0,2.0
765,lancement,1.0,0.0,2.0,14.0,17.0
766,entendre,1.0,1.0,0.0,2.0,4.0
767,revoir,1.0,0.0,0.0,1.0,2.0
768,réaliser,4.0,20.0,12.0,37.0,73.0
769,cube,1.0,0.0,0.0,0.0,1.0
770,réalité,1.0,5.0,0.0,4.0,10.0
771,virtuel,2.0,4.0,0.0,4.0,10.0
772,immersion,1.0,1.0,0.0,0.0,2.0
773,retrouver,1.0,2.0,2.0,0.0,5.0
774,cœur,1.0,1.0,5.0,9.0,16.0
775,déjà,2.0,10.0,5.0,25.0,42.0
776,échelle,1.0,2.0,0.0,8.0,11.0
777,pendant,2.0,10.0,0.0,19.0,31.0
778,revue,1.0,0.0,0.0,0.0,1.0
779,vérifier,1.0,1.0,0.0,3.0,5.0
780,ergonomie,1.0,2.0,1.0,5.0,9.0
781,fat,1.0,0.0,0.0,0.0,1.0
782,factory,1.0,0.0,0.0,1.0,2.0
783,acceptance,2.0,0.0,0.0,0.0,2.0
784,test,2.0,1.0,0.0,10.0,13.0
785,fonctionnement,1.0,3.0,1.0,23.0,28.0
786,prédéfinir,1.0,0.0,0.0,1.0,2.0
787,contrat,1.0,2.0,4.0,19.0,26.0
788,voir,2.0,8.0,3.0,13.0,26.0
789,cahier,1.0,0.0,3.0,5.0,9.0
790,démonter,1.0,0.0,0.0,0.0,1.0
791,puis,1.0,79.0,1.0,1.0,82.0
792,livrer,2.0,2.0,1.0,2.0,7.0
793,exploitation,2.0,0.0,1.0,9.0,12.0
794,paramétrer,1.0,3.0,2.0,1.0,7.0
795,sat,2.0,0.0,0.0,0.0,2.0
796,ensuite,1.0,45.0,1.0,8.0,55.0
797,adapte,1.0,4.0,1.0,3.0,9.0
798,protocole,1.0,0.0,0.0,3.0,4.0
799,continuon,1.0,0.0,0.0,2.0,3.0
800,suivre,1.0,9.0,7.0,36.0,53.0
801,logiciel,4.0,14.0,3.0,12.0,33.0
802,smartpart,1.0,0.0,0.0,0.0,1.0
803,détacher,1.0,2.0,1.0,1.0,5.0
804,nécessaire,3.0,2.0,2.0,34.0,41.0
805,fonctionnemer,2.0,0.0,6.0,15.0,23.0
806,long,1.0,2.0,8.0,35.0,46.0
807,commander,1.0,0.0,0.0,4.0,5.0
808,compris,2.0,1.0,1.0,6.0,10.0
809,jamais,1.0,0.0,3.0,2.0,6.0
810,e,1.0,0.0,0.0,15.0,16.0
811,metton,2.0,0.0,2.0,3.0,7.0
812,honneur,1.0,0.0,1.0,2.0,4.0
813,allon,1.0,0.0,0.0,2.0,3.0
814,création,1.0,2.0,2.0,10.0,15.0
815,ligner,1.0,1.0,2.0,0.0,4.0
816,fondemer,1.0,0.0,0.0,0.0,1.0
817,dégotisation,1.0,0.0,0.0,0.0,1.0
818,total,1.0,1.0,1.0,40.0,43.0
819,design,1.0,0.0,7.0,100.0,108.0
820,versionpolitique,1.0,0.0,0.0,0.0,1.0
821,confidentialité,2.0,1.0,0.0,10.0,13.0
822,engager,3.0,3.0,5.0,15.0,26.0
823,démarche,1.0,1.0,2.0,3.0,7.0
824,global,1.0,3.0,4.0,37.0,45.0
825,respect,1.0,1.0,3.0,10.0,15.0
826,caractère,2.0,11.0,0.0,3.0,16.0
827,confier,2.0,3.0,0.0,0.0,5.0
828,cadre,2.0,1.0,3.0,21.0,27.0
829,travers,3.0,7.0,0.0,9.0,19.0
830,collecte,5.0,4.0,1.0,6.0,16.0
831,donnée,9.0,6.0,2.0,18.0,35.0
832,conforme,1.0,5.0,0.0,7.0,13.0
833,règlement,1.0,0.0,0.0,1.0,2.0
834,rgpd,1.0,0.0,0.0,1.0,2.0
835,formulaire,5.0,3.0,1.0,4.0,13.0
836,usager,2.0,0.0,0.0,0.0,2.0
837,chaque,3.0,24.0,7.0,94.0,128.0
838,cas,1.0,12.0,2.0,17.0,32.0
839,collecter,5.0,4.0,0.0,6.0,15.0
840,minimiser,1.0,0.0,0.0,4.0,5.0
841,compréhension,1.0,0.0,3.0,2.0,6.0
842,demande,8.0,39.0,8.0,28.0,83.0
843,élaboration,1.0,0.0,1.0,0.0,2.0
844,réponse,1.0,3.0,1.0,3.0,8.0
845,obligatoire,1.0,1.0,1.0,0.0,3.0
846,facultatif,1.0,1.0,0.0,0.0,2.0
847,signaler,1.0,0.0,0.0,0.0,1.0
848,lors,1.0,3.0,7.0,24.0,35.0
849,prénom,1.0,0.0,0.0,0.0,1.0
850,adresse,3.0,3.0,1.0,7.0,14.0
851,téléphone,1.0,1.0,0.0,7.0,9.0
852,ip,2.0,0.0,7.0,0.0,9.0
853,connexion,1.0,2.0,1.0,2.0,6.0
854,audience,1.0,1.0,0.0,0.0,2.0
855,fréquentation,1.0,1.0,0.0,0.0,2.0
856,google,1.0,1.0,0.0,0.0,2.0
857,analytic,1.0,0.0,0.0,0.0,1.0
858,vue,1.0,0.0,0.0,9.0,10.0
859,mesuron,1.0,0.0,0.0,0.0,1.0
860,nombre,2.0,5.0,1.0,24.0,32.0
861,visite,1.0,2.0,0.0,4.0,7.0
862,visiteur,2.0,2.0,0.0,1.0,5.0
863,fréquence,1.0,6.0,0.0,0.0,7.0
864,déterminer,1.0,1.0,1.0,0.0,3.0
865,ville,1.0,1.0,0.0,1.0,3.0
866,connecter,1.0,0.0,9.0,22.0,32.0
867,ci,1.0,46.0,2.0,12.0,61.0
868,anonymiser,1.0,0.0,0.0,1.0,2.0
869,conséquent,1.0,0.0,0.0,0.0,1.0
870,remonter,1.0,1.0,2.0,1.0,5.0
871,biais,2.0,2.0,0.0,5.0,9.0
872,donné,2.0,2.0,0.0,0.0,4.0
873,explicitement,1.0,0.0,0.0,0.0,1.0
874,formuler,1.0,0.0,0.0,0.0,1.0
875,communiquer,5.0,1.0,0.0,6.0,12.0
876,dehors,1.0,4.0,0.0,2.0,7.0
877,réalise,1.0,7.0,0.0,3.0,11.0
878,profilage,2.0,0.0,0.0,0.0,2.0
879,lapse,1.0,0.0,0.0,0.0,1.0
880,effacer,1.0,0.0,0.0,1.0,2.0
881,stockag,1.0,0.0,0.0,0.0,1.0
882,tard,1.0,0.0,0.0,0.0,1.0
883,mois,1.0,0.0,0.0,5.0,6.0
884,date,1.0,1.0,1.0,2.0,5.0
885,transmettre,1.0,0.0,0.0,4.0,5.0
886,exclusivement,1.0,0.0,0.0,1.0,2.0
887,cession,1.0,0.0,0.0,0.0,1.0
888,associer,1.0,4.0,2.0,33.0,40.0
889,susceptible,1.0,9.0,0.0,6.0,16.0
890,matérialis,1.0,0.0,0.0,0.0,1.0
891,bouton,3.0,3.0,1.0,0.0,7.0
892,approbation,3.0,0.0,0.0,2.0,5.0
893,qualifié,1.0,0.0,1.0,2.0,4.0
894,opt,3.0,0.0,0.0,0.0,3.0
895,in,3.0,1.0,3.0,10.0,17.0
896,mention,2.0,0.0,0.0,2.0,4.0
897,informe,1.0,0.0,1.0,0.0,2.0
898,utilisateur,9.0,1.0,11.0,11.0,32.0
899,certifier,1.0,1.0,0.0,7.0,9.0
900,majeur,1.0,0.0,2.0,3.0,6.0
901,précis,1.0,4.0,1.0,21.0,27.0
902,objectifs,1.0,0.0,0.0,1.0,2.0
903,récolte,1.0,0.0,0.0,0.0,1.0
904,prévoir,1.0,8.0,2.0,7.0,18.0
905,durer,1.0,0.0,0.0,8.0,9.0
906,conservation,1.0,3.0,1.0,2.0,7.0
907,activer,2.0,0.0,0.0,3.0,5.0
908,consentir,1.0,0.0,0.0,0.0,1.0
909,gest,1.0,0.0,0.0,1.0,2.0
910,univoque,1.0,0.0,0.0,0.0,1.0
911,manière,1.0,3.0,1.0,15.0,20.0
912,éclairée,1.0,0.0,0.0,0.0,1.0
913,informatif,1.0,0.0,1.0,0.0,2.0
914,prévenir,2.0,1.0,0.0,1.0,4.0
915,reprendre,2.0,31.0,1.0,1.0,35.0
916,effacement,2.0,0.0,0.0,0.0,2.0
917,soustrair,1.0,0.0,0.0,0.0,1.0
918,initialement,1.0,0.0,0.0,1.0,2.0
919,informer,3.0,5.0,1.0,1.0,10.0
920,utilise,1.0,1.0,0.0,3.0,5.0
921,cookie,2.0,19.0,0.0,8.0,29.0
922,utiler,1.0,0.0,0.0,0.0,1.0
923,cooki,1.0,5.0,0.0,14.0,20.0
924,statistique,1.0,1.0,0.0,1.0,3.0
925,évaluer,1.0,0.0,0.0,6.0,7.0
926,géolocalisation,1.0,0.0,0.0,0.0,1.0
927,publicitaire,1.0,1.0,0.0,2.0,4.0
928,provenance,1.0,0.0,0.0,0.0,1.0
929,installer,1.0,11.0,2.0,31.0,45.0
930,navigation,1.0,5.0,0.0,7.0,13.0
931,particulièrement,1.0,1.0,7.0,15.0,24.0
932,vigilant,1.0,0.0,0.0,0.0,1.0
933,application,1.0,52.0,10.0,22.0,85.0
934,flux,1.0,3.0,3.0,14.0,21.0
935,transiter,1.0,0.0,0.0,0.0,1.0
936,navigateur,1.0,5.0,0.0,13.0,19.0
937,vers,1.0,32.0,10.0,12.0,55.0
938,serveur,3.0,0.0,0.0,0.0,3.0
939,chiffremer,1.0,0.0,0.0,0.0,1.0
940,sécuriser,1.0,9.0,1.0,6.0,17.0
941,certificat,1.0,0.0,0.0,0.0,1.0
942,ssl,1.0,0.0,0.0,0.0,1.0
943,cm,1.0,0.0,0.0,0.0,1.0
944,propuls,1.0,0.0,0.0,0.0,1.0
945,administre,1.0,0.0,0.0,0.0,1.0
946,maintenanc,1.0,0.0,1.0,11.0,13.0
947,correctif,1.0,0.0,0.0,5.0,6.0
948,évolutif,1.0,0.0,14.0,5.0,20.0
949,continue,1.0,1.0,0.0,13.0,15.0
950,faill,1.0,0.0,0.0,0.0,1.0
951,sécurité,2.0,14.0,8.0,84.0,108.0
952,enfin,1.0,2.0,0.0,13.0,16.0
953,data,1.0,0.0,1.0,4.0,6.0
954,center,1.0,0.0,0.0,1.0,2.0
955,hébergé,1.0,0.0,0.0,0.0,1.0
956,physique,1.0,0.0,0.0,5.0,6.0
957,surveillance,1.0,0.0,1.0,0.0,2.0
958,monitoring,1.0,0.0,0.0,2.0,3.0
959,permanent,1.0,1.0,2.0,6.0,10.0
960,malgré,1.0,1.0,1.0,5.0,8.0
961,raisonnable,1.0,0.0,0.0,1.0,2.0
962,œuvre,1.0,3.0,0.0,3.0,7.0
963,écarter,1.0,0.0,0.0,0.0,1.0
964,éventualité,1.0,0.0,0.0,1.0,2.0
965,intrusion,2.0,0.0,0.0,0.0,2.0
966,malveillant,1.0,0.0,0.0,0.0,1.0
967,déjouer,1.0,0.0,0.0,0.0,1.0
968,hypothèse,1.0,0.0,0.0,0.0,1.0
969,avérer,1.0,0.0,0.0,1.0,2.0
970,autorité,1.0,0.0,0.0,1.0,2.0
971,compétent,1.0,0.0,0.0,4.0,5.0
972,déler,1.0,0.0,1.0,0.0,2.0
973,heure,1.0,3.0,3.0,77.0,84.0
974,estimation,1.0,1.0,0.0,1.0,3.0
975,atteinte,1.0,2.0,0.0,1.0,4.0
976,consécutif,1.0,0.0,0.0,0.0,1.0
977,violation,1.0,0.0,0.0,0.0,1.0
978,cadr,1.0,0.0,0.0,4.0,5.0
979,transparence,1.0,0.0,3.0,5.0,9.0
980,modaliter,1.0,0.0,0.0,1.0,2.0
981,exercice,1.0,0.0,0.0,1.0,2.0
982,communiquent,1.0,0.0,0.0,0.0,1.0
983,exercer,1.0,1.0,0.0,3.0,5.0
984,détenir,1.0,0.0,0.0,2.0,3.0
985,pager,1.0,0.0,0.0,1.0,2.0
986,exercez,1.0,0.0,0.0,0.0,1.0
987,limitation,2.0,0.0,0.0,0.0,2.0
988,oubli,1.0,0.0,0.0,0.0,1.0
989,corriger,1.0,0.0,1.0,0.0,2.0
990,anomalie,1.0,0.0,0.0,0.0,1.0
991,portabilité,2.0,0.0,0.0,0.0,2.0
992,procédure,1.0,0.0,0.0,5.0,6.0
993,rapprocher,1.0,0.0,0.0,2.0,3.0
994,exécuter,1.0,0.0,3.0,2.0,6.0
995,issu,1.0,1.0,0.0,5.0,7.0
996,processus,1.0,0.0,4.0,22.0,27.0
997,vérification,1.0,1.0,0.0,0.0,2.0
998,identité,2.0,1.0,0.0,5.0,8.0
999,prospect,1.0,3.0,0.0,0.0,4.0
1000,demand,1.0,4.0,2.0,10.0,17.0
1001,voie,2.0,4.0,1.0,4.0,11.0
1002,postal,2.0,2.0,0.0,1.0,5.0
1003,effacemer,1.0,0.0,0.0,0.0,1.0
1004,personnelle,1.0,0.0,0.0,0.0,1.0
1005,merci,1.0,2.0,0.0,0.0,3.0
1006,justificatif,1.0,0.0,0.0,0.0,1.0
1007,ex,1.0,0.0,0.0,0.0,1.0
1008,copie,1.0,0.0,0.0,2.0,3.0
1009,national,1.0,3.0,1.0,11.0,16.0
1010,société,0.0,60.0,28.0,52.0,140.0
1011,jyga,0.0,362.0,0.0,0.0,362.0
1012,fournir,0.0,5.0,2.0,30.0,37.0
1013,bureau,0.0,3.0,9.0,4.0,16.0
1014,assembler,0.0,3.0,0.0,0.0,3.0
1015,atelier,0.0,8.0,9.0,4.0,21.0
1016,séguinière,0.0,2.0,0.0,0.0,2.0
1017,nante,0.0,2.0,0.0,0.0,2.0
1018,cholet,0.0,2.0,0.0,0.0,2.0
1019,fonctionnel,0.0,4.0,0.0,4.0,8.0
1020,usine,0.0,4.0,3.0,14.0,21.0
1021,expertis,0.0,5.0,9.0,23.0,37.0
1022,articul,0.0,1.0,0.0,0.0,1.0
1023,autour,0.0,20.0,4.0,8.0,32.0
1024,aujourd,0.0,6.0,6.0,17.0,29.0
1025,hui,0.0,6.0,6.0,19.0,31.0
1026,auprès,0.0,9.0,4.0,15.0,28.0
1027,secteur,0.0,15.0,12.0,38.0,65.0
1028,agroalimentaire,0.0,16.0,8.0,13.0,37.0
1029,hygiène,0.0,11.0,2.0,40.0,53.0
1030,santé,0.0,10.0,4.0,8.0,22.0
1031,croître,0.0,1.0,1.0,5.0,7.0
1032,wrap,0.0,105.0,11.0,16.0,132.0
1033,marqu,0.0,1.0,2.0,34.0,37.0
1034,jybox,0.0,10.0,0.0,0.0,10.0
1035,gamm,0.0,6.0,4.0,11.0,21.0
1036,réussite,0.0,3.0,2.0,1.0,6.0
1037,complément,0.0,3.0,0.0,1.0,4.0
1038,jypal,0.0,4.0,0.0,0.0,4.0
1039,palettiseurs,0.0,1.0,1.0,0.0,2.0
1040,technicien,0.0,1.0,7.0,4.0,12.0
1041,expérimenté,0.0,1.0,2.0,0.0,3.0
1042,apporte,0.0,2.0,2.0,2.0,6.0
1043,performant,0.0,2.0,1.0,3.0,6.0
1044,fiable,0.0,8.0,10.0,17.0,35.0
1045,robuste,0.0,1.0,11.0,1.0,13.0
1046,mécaniser,0.0,6.0,0.0,0.0,6.0
1047,traiter,0.0,7.0,3.0,26.0,36.0
1048,large,0.0,3.0,10.0,41.0,54.0
1049,gamme,0.0,35.0,13.0,50.0,98.0
1050,barquette,0.0,49.0,10.0,9.0,68.0
1051,pots,0.0,5.0,0.0,0.0,5.0
